vacancy_name,company_name,latitude,longitude,district,vacancy_url
Frontend разработчик,Golden Pages,41.319393,69.319748,Mirzo Ulugbek,https://hh.ru/vacancy/128374038
Frontend Vue.js - разработчик,NEO INSURANCE CORP,41.294216,69.269388,Yakkasaray,https://hh.ru/vacancy/128554344
Frontend-разработчик,VODIY SOFT HUB,41.200287,69.237615,Yangi hayot,https://hh.ru/vacancy/127813738
Frontend-разработчик,Akbarxojayev Ziyodilla,41.3296505,69.2905625,Yunusabad,https://hh.ru/vacancy/128853598
Backend-разработчик,Akbarxojayev Ziyodilla,41.3296505,69.2905625,Yunusabad,https://hh.ru/vacancy/128851225
Senior Frontend Developer,UZINFOCOM,41.34226,69.336241,Mirzo Ulugbek,https://hh.ru/vacancy/127998998
Backend-разработчик,Prospero agency,NULL,NULL,Ташкент,https://hh.ru/vacancy/127101925
Программист Backend (Java & SpringBoot),MUK Computers,41.330418,69.284713,Yunusabad,https://hh.ru/vacancy/127979079
Senior Backend Developer (Python),UZINFOCOM,41.34226,69.336241,Mirzo Ulugbek,https://hh.ru/vacancy/127978720
Senior Backend разработчик,DOSKA (BirBir),41.288809,69.251431,Yakkasaray,https://hh.ru/vacancy/128863532
Middle Java разработчик,COSCOM ТМ Ucell,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128863899
Java Developer (Senior),АО ANOR BANK,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128860704
Strong Middle Backend Developer (Node.js),MULTICARD PAYMENT,41.304519,69.307036,Yashnabad,https://hh.ru/vacancy/127935923
Backend разработчик (middle),WORKORIA,NULL,NULL,Ташкент,https://hh.ru/vacancy/128851347
Fullstack-разработчик,OSON (АO BRIO GROUP),41.349544,69.319334,Yunusabad,https://hh.ru/vacancy/128374305
Бэкенд-разработчик Middle,Golden Pages,41.319393,69.319748,Mirzo Ulugbek,https://hh.ru/vacancy/127936129
Fullstack-разработчик / Web-программист,ODIL SOFT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128865438
Golang-разработчик,IT GENIUS,41.33715,69.28472,Yunusabad,https://hh.ru/vacancy/128851075
Программист 1С,SOFTWARE SYSTEMS,NULL,NULL,Ташкент,https://hh.ru/vacancy/128854609
Backend-разработчик,TENZOR SOFT,41.29850010502482,69.33825886650988,Yashnabad,https://hh.ru/vacancy/128540090
Frontend-разработчик,TENZOR SOFT,41.29848951714454,69.33827257092156,Yashnabad,https://hh.ru/vacancy/128540334
Power Apps Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/127820418
Middle/Senior Java Software Engineer,«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/125530480
Business Development Manager,Softgile,NULL,NULL,Ташкент,https://hh.ru/vacancy/128738474
.Net разработчик (Middle/Senior),FlexSoft,41.301112,69.306848,Yashnabad,https://hh.ru/vacancy/128704781
Frontend-разработчик,SOFTTECH GROUP,41.364664,69.287714,Yunusabad,https://hh.ru/vacancy/128295539
Backend-разработчик,BTS Express Cargo Servis,41.261803,69.231794,Yakkasaray,https://hh.ru/vacancy/128809281
Middle+/Senior Golang Developer,UZINFOCOM,41.34226,69.336241,Mirzo Ulugbek,https://hh.ru/vacancy/127995262
Мобильный разработчик Flutter,ASKLEPIY GROUP (phoenix core),NULL,NULL,Ташкент,https://hh.ru/vacancy/128689955
Разработчик MS SQL,ASKLEPIY GROUP (phoenix core),41.353131,69.264259,Almazar,https://hh.ru/vacancy/128850922
Unity-разработчик (Junior),8BIT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128689210
Fullstack-разработчик,TASHSOFTCOM,NULL,NULL,Ташкент,https://hh.ru/vacancy/128677014
Frontend-разработчик,CODEREVIEW,NULL,NULL,Ташкент,https://hh.ru/vacancy/128785462
Middle Backend developer (Java),NETTOSOFT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128789397
Инженер-программист АСУ ТП по автоматизации Зданий,METAPOWERENERGY,41.326802,69.338783,Mirzo Ulugbek,https://hh.ru/vacancy/128699978
Fullstack-разработчик,UMAROV ALISHER BAHTIYOR O‘G‘LI,41.355649,69.309947,Yunusabad,https://hh.ru/vacancy/127902436
Торговый представитель (Sales Development Executive) портфель Philip Morris International,Официальный Дистрибутор Philip Morris International (ASR&Co),41.322163,69.283195,Yunusabad,https://hh.ru/vacancy/128864938
Senior Java Developer (Fintech/Payment Systems),TAD INDUSTRIES,41.347919,69.350919,Mirzo Ulugbek,https://hh.ru/vacancy/128827852
Flutter разработчик,PAYNET,41.279986,69.25179,Yakkasaray,https://hh.ru/vacancy/128813524
"Фронтенд разработчик (Vue, Nuxt)",ЧП KIRANO,NULL,NULL,Ташкент,https://hh.ru/vacancy/128809911
Middle+ Java / Kotlin Developer (Spring Framework),Digital Office of Economic Development,NULL,NULL,Ташкент,https://hh.ru/vacancy/128824453
Android-разработчик,iPoint,41.30349,69.3131,Yashnabad,https://hh.ru/vacancy/127896823
"Middle Frontend developer (React, Next.js)",NETTOSOFT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128789291
Middle Backend Engineer (Python/AWS),Sigma Sweden Software AB,41.295618,69.282054,Mirabad,https://hh.ru/vacancy/127930457
Senior Python developer,Sigma Sweden Software AB,41.295618,69.282054,Mirabad,https://hh.ru/vacancy/128163991
IT-специалист,СП ООО JAC MOTORS TOSHKENT,41.310426,69.248179,Chilanzar,https://hh.ru/vacancy/128867890
Backend Golang Developer,HamkorBank,NULL,NULL,Ташкент,https://hh.ru/vacancy/128787487
Fullstack O'qtuvchilar (HTML/CSS/JS/React & Python/Bot/Aiogram),Mars IT School,NULL,NULL,Ташкент,https://hh.ru/vacancy/128171595
Программист C++ (Gamedev),TSOGEN,NULL,NULL,Ташкент,https://hh.ru/vacancy/128825620
"Программист, разработчик",PODIUM,NULL,NULL,Ташкент,https://hh.ru/vacancy/128051029
Программист в ресторанные программы,OOO Smart Food City,41.316244,69.252625,Shaykhantahur,https://hh.ru/vacancy/128337525
IOS разработчик на Swift,Bordio,NULL,NULL,Ташкент,https://hh.ru/vacancy/128685614
Business Development Manager,VAD ALLIANCE DISTRIBUTION,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128662576
Python Gameplay Programmer,Леста Игры,41.299757,69.296302,Yashnabad,https://hh.ru/vacancy/128794614
Программист 1С,SOFTTECH GROUP,NULL,NULL,Ташкент,https://hh.ru/vacancy/128296811
Web программист - преподаватель (Frontend),Digital Camp,41.326795,69.338783,Mirzo Ulugbek,https://hh.ru/vacancy/128419296
Unity Developer в GameDev,TSOGEN,NULL,NULL,Ташкент,https://hh.ru/vacancy/128825141
Middle back-end developer,OOO UZGPS,41.275595,69.220079,Chilanzar,https://hh.ru/vacancy/128788141
Backend-разработчик (AI-интегратор),Crowe TAC,41.301711982369525,69.26916156315892,Mirabad,https://hh.ru/vacancy/128383678
Fullstack-разработчик,BELCOR,41.292955,69.368373,Yashnabad,https://hh.ru/vacancy/125644379
IT Security Business Development Manager,SOFTPROM,41.278252,69.306632,Mirabad,https://hh.ru/vacancy/128791520
FullStack Developer,WEB THEMES DEVELOPMENT,41.302135,69.268993,Mirabad,https://hh.ru/vacancy/128152589
"Fullstack Engineer (Backend-focused, AI)",UZINFOCOM,41.34226,69.336241,Mirzo Ulugbek,https://hh.ru/vacancy/128855061
HR-рекрутер (IT),COMING SOON STUDIO,41.319136,69.264977,Shaykhantahur,https://hh.ru/vacancy/128742553
Backend-разработчик,YATT UMAROV SHOHRUH SHERZOD O‘G‘LI,41.295008,69.242744,Yakkasaray,https://hh.ru/vacancy/128723760
Программист 1С (г. Ташкент),ООО 1C-RARUS TAS,NULL,NULL,Ташкент,https://hh.ru/vacancy/127461859
Backend-разработчик (middle),SECTOR SOFT,41.27178,69.231865,Yakkasaray,https://hh.ru/vacancy/128730886
PHP Developer (PHP-разработчик),DIONYSOS,41.332733,69.283797,Yunusabad,https://hh.ru/vacancy/128249204
Learning & Development Manager,Sigma Sweden Software AB,41.295618,69.282054,Mirabad,https://hh.ru/vacancy/128266947
Разработчик игровых интерфейсов /UI developer,Леста Игры,NULL,NULL,Ташкент,https://hh.ru/vacancy/128061781
"Mobile Developer (Flutter) — Middle+ (EdTech, iOS / Android)",EDUCATEME,41.295787,69.256524,Yakkasaray,https://hh.ru/vacancy/128830770
Senior Android developer,NETTOSOFT,NULL,NULL,Ташкент,https://hh.ru/vacancy/128789121
Специалист по развитию бизнеса (Business Development Specialist),Alfa Line(ТМ Encompass Consulting),41.282287074944826,69.25335676801414,Yakkasaray,https://hh.ru/vacancy/128224189
Business Development Manager,YATT KUCHERYUK ARSENIY PAVLOVICH,NULL,NULL,Ташкент,https://hh.ru/vacancy/128784151
Разработчик электронных курсов,АИКБ ИПАК ЙУЛИ БАНК,41.322414,69.281264,Yunusabad,https://hh.ru/vacancy/128783740
Fullstack-разработчик,GUDVIL,41.316461,69.303425,Mirzo Ulugbek,https://hh.ru/vacancy/128586863
"Серверный программист (PHP, Lua, MySQL) в Gamedev",TSOGEN,NULL,NULL,Ташкент,https://hh.ru/vacancy/128825102
Мидл Программист 1С,LEADING BUSINESS SOFTWARE,NULL,NULL,Ташкент,https://hh.ru/vacancy/128438168
Стажер разработчик 1С,LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/128180857
Разработчик Node.js/React.js (Middle/Senior),Lincoln Labs,41.30292946083057,69.31479686871675,Yashnabad,https://hh.ru/vacancy/128753653
Middle Golang Developer,Alif Uzbekistan,41.314524,69.244603,Shaykhantahur,https://hh.ru/vacancy/127899834
C#/.NET-разработчик,FlexSoft,41.301153,69.306461,Yashnabad,https://hh.ru/vacancy/128408237
Программист C# .NET,СП UCD Micros,41.283009,69.266522,Yakkasaray,https://hh.ru/vacancy/128233827
Senior iOS разработчик,FlexSoft,41.301153,69.306461,Yashnabad,https://hh.ru/vacancy/127390982
Go Developer,Andersen,NULL,NULL,Ташкент,https://hh.ru/vacancy/128741021
Программист 1С (Middle+),VENKON,41.30293410580156,69.31479201053439,Yashnabad,https://hh.ru/vacancy/124199860
Java Backend Developer,ГУ ADLIYA ORGANLARI VA MUASSASALARIDA AXBOROT-KOMMUNIKASIYA TEXNOLOGIYALARINI RIVOJLANTIRISH MARKAZI,41.303287,69.276314,Mirabad,https://hh.ru/vacancy/128709717
Senior Flutter Developer Instruktori,IT TA`LIM BERISH MARKAZI USTUDY,41.34224954071061,69.33692913988085,Mirzo Ulugbek,https://hh.ru/vacancy/128427935
Fullstack-разработчик / Программист,Kelyanmedia,41.298877,69.304934,Yashnabad,https://hh.ru/vacancy/128736437
Golang Developer,Udevs,41.355866,69.28792,Yunusabad,https://hh.ru/vacancy/128609539
Software Support Engineer,PIWorks Inc.,NULL,NULL,Ташкент,https://hh.ru/vacancy/128519258
Strong Junior NodeJS Developer,UNICAL,41.264792,69.200011,Chilanzar,https://hh.ru/vacancy/128774161
JavaScript developer in ServiceNow platform,ACCESA,41.292495,69.263351,Yakkasaray,https://hh.ru/vacancy/126882424
"Frontend-разработчик (Nuxt, Tailwind, Firebase, TypeScript)",Wash Inn Technologies,NULL,NULL,Ташкент,https://hh.ru/vacancy/128386108
Менеджер маркетолог по привлечению клиентов (IT сфера),ATADJANOV SAIDAMIR SAIDALIMOVICH,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128749011
IT Officer,ПУ Webster University in Tashkent,41.320328,69.261654,Shaykhantahur,https://hh.ru/vacancy/128823904
IT-специалист,BMB HOLDING,41.266059,69.248197,Yakkasaray,https://hh.ru/vacancy/128678279
Middle Frontend Engineer (React / Next.js),Mukarrama Muallima,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128790761
Senior Backend Engineer (Node.js / NestJS),Mukarrama Muallima,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128790193
IT специалист,MITTIVOYGROUP,41.22695,69.18454,Yangi hayot,https://hh.ru/vacancy/128827420
Intern Front-end Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/104381436
C#/.NET-разработчик,WEBASE,41.316969,69.235432,Shaykhantahur,https://hh.ru/vacancy/128756916
Директор по развитию и продажам бренда INGLOT (Sales & Brand Development Director),ИП ООО DIVI GROUP,41.316244,69.252625,Shaykhantahur,https://hh.ru/vacancy/128724625
Senior Mobile Developer (Flutter / React Native),Mukarrama Muallima,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128791002
Flutter Developer (Middle),AXIUM,NULL,NULL,Ташкент,https://hh.ru/vacancy/128748132
Backend Developer (BPMN + Microservices),Citi Fuel (ООО Staff Atlantic),41.327872,69.250991,Shaykhantahur,https://hh.ru/vacancy/127836247
Intern .NET Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/125377874
"Маркетолог (B2B, IT-направление)",MUK Computers,41.330418,69.284713,Yunusabad,https://hh.ru/vacancy/128117462
"Database Engineer & Backend devoloper (python, Big Data)",Национальный комитет Республики Узбекистан по статистике,41.325299,69.318571,Mirzo Ulugbek,https://hh.ru/vacancy/128720881
Java Senior Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/127598256
Middle+/ Senior Android разработчик,АО ANOR BANK,NULL,NULL,Ташкент,https://hh.ru/vacancy/128764267
Младший разработчик IT Services Configuration (Uzum Market),«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/128750887
Backend разработчик (Node.js / NestJS),YATT FAXRIDDINOV MIRODIL SHAMSIDDIN OGLI,NULL,NULL,Ташкент,https://hh.ru/vacancy/128686731
Python-разработчик,OCTO,41.288192,69.251781,Yakkasaray,https://hh.ru/vacancy/128653473
Преподаватель IT-дисциплин,FARADAY LAB,41.302799,69.31478,Yashnabad,https://hh.ru/vacancy/128809834
Менеджер проектов IT (Project manager IT),amoCRM,41.30013,69.262552,Yakkasaray,https://hh.ru/vacancy/128088719
Digital Marketing Manager (Growth & Performance) в IT компанию.,SD Solutions,41.37811057528218,69.29516489228205,Yunusabad,https://hh.ru/vacancy/128854875
PHP YII2 developer,BELCOR,41.29282,69.368607,Yashnabad,https://hh.ru/vacancy/127827530
Начальник Управления разработки кредитных продуктов,АКБ Тенге Банк,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/127817226
Backend-разработчик,SECTOR SOFT,41.27178,69.231865,Yakkasaray,https://hh.ru/vacancy/128631763
IT Auditor (Junior Manager),Ipotekabank OTP Group,NULL,NULL,Ташкент,https://hh.ru/vacancy/128835506
Преподаватель по программированию (Frontend/Backend),CLOUD IT SCHOOL,41.335814,69.201377,Shaykhantahur,https://hh.ru/vacancy/128732323
Менеджер по продажам IT-решений (B2B),WORKORIA,NULL,NULL,Ташкент,https://hh.ru/vacancy/128851700
Strong Middle PHP Developer (Laravel),Amedia Online Group,41.332246,69.324796,Mirzo Ulugbek,https://hh.ru/vacancy/128017757
Преподаватель IT для детей,СИНЕРГИЯ,41.321432,69.316262,Mirzo Ulugbek,https://hh.ru/vacancy/128489910
Специалист технической поддержки IT,EVOS,41.302182,69.248861,Chilanzar,https://hh.ru/vacancy/127941062
Химик-разработчик,ZUMA - PHARMA,41.169585,69.545234,Ташкент,https://hh.ru/vacancy/128088004
Back End разработчика (Python/Django),Exadot (TM Urbo.uz),NULL,NULL,Ташкент,https://hh.ru/vacancy/128677448
Менеджер по продажам (IT),MUK Computers,41.330418,69.284713,Yunusabad,https://hh.ru/vacancy/128674066
Backend-разработчик,OOO ICAN IT GROUP,41.32131481806797,69.30131005620458,Mirzo Ulugbek,https://hh.ru/vacancy/128552571
Менеджер по продажам IT-продуктов,IThink Tech,NULL,NULL,Ташкент,https://hh.ru/vacancy/128840098
Business Development Manager (Octane),Citi Fuel (ООО Staff Atlantic),41.311158,69.279737,Yunusabad,https://hh.ru/vacancy/127837699
"Фронтенд разработчик (Vue, Nuxt)",ЧП KIRANO,41.25584494043162,69.19940859234437,Chilanzar,https://hh.ru/vacancy/127777749
Разработчик C#,DAILY MAIL,41.23976041213401,69.31710027249146,Ташкент,https://hh.ru/vacancy/128690083
Менеджер по продажам в IT компанию,LEADING BUSINESS SOFTWARE,41.270838,69.261725,Yakkasaray,https://hh.ru/vacancy/128299900
IT специалист,CENTROPOLIS,41.316427,69.248385,Shaykhantahur,https://hh.ru/vacancy/128772974
Middle Python Backend Developer,United IT Company,41.321174,69.2729,Yunusabad,https://hh.ru/vacancy/128359414
Fullstack-разработчик,Bolter,41.295869,69.22882,Chilanzar,https://hh.ru/vacancy/128679833
Менеджер по разработке кредитных продуктов для корпоративных клиентов,Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/128852403
Менеджер по разработке депозитных продуктов для корпоративных клиентов,Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/128852390
IT-рекрутер,MILLION SOLUTIONS,NULL,NULL,Ташкент,https://hh.ru/vacancy/128764388
Java developer (Middle/Senior),CENTER FOR DIGITAL TECHNOLOGY AND INNOVATION,41.304648,69.321113,Yashnabad,https://hh.ru/vacancy/126488428
Менеджер по продажам (IT-услуги),SUMMERTECH,NULL,NULL,Ташкент,https://hh.ru/vacancy/128817428
Менеджер по продажам IT услуг,Prowork,41.32689,69.283096,Yunusabad,https://hh.ru/vacancy/128301920
Golang-разработчик,ALOQAPRO,41.324655,69.241459,Shaykhantahur,https://hh.ru/vacancy/128671408
Senior Frontend Developer (React),OCTO,NULL,NULL,Ташкент,https://hh.ru/vacancy/125186523
Account manager/Integrator (IT kompaniya),ROBOSELL,41.325197,69.334363,Mirzo Ulugbek,https://hh.ru/vacancy/128069869
Специалист по IT + АХО,Аудиотеле,41.295869,69.22882,Chilanzar,https://hh.ru/vacancy/128809210
React Front-end Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/125205340
Senior Backend Developer (Java),Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/127348705
IT Проектный Менеджер в Дирекцию по обслуживанию клиентов,Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/127502019
Разработчик C++,INNOVATSIYA TEXNOLOGIYALARI MARKAZI,NULL,NULL,Ташкент,https://hh.ru/vacancy/128623270
Senior .NET Developer,BAIK Technologies,NULL,NULL,Ташкент,https://hh.ru/vacancy/128686230
Junior Java Developer,OCTO,41.288192,69.251781,Yakkasaray,https://hh.ru/vacancy/127405937
Java Developer,АКБ Агробанк,41.319508,69.253551,Shaykhantahur,https://hh.ru/vacancy/128408481
Начальник отдела разработки искусственного интеллекта,"Министерство инвестиций, промышленности и торговли Республики Узбекистан",41.3055521,69.2772993,Mirabad,https://hh.ru/vacancy/128827150
C#/.NET-Developer,ART OF BUSINESS ASSISTANCE,41.295991,69.1752,Uchtepa,https://hh.ru/vacancy/128665255
Frontend-разработчик Vue.js,«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/127249684
Fullstack-разработчик,STROY DOMIK,NULL,NULL,Ташкент,https://hh.ru/vacancy/128560958
Senior QA Engineer (Automation / High-Load / Backend Focus),KSG INFINITE,41.274809,69.263567,Yakkasaray,https://hh.ru/vacancy/127774326
Преподаватель по Backend Development PHP,Alif Uzbekistan,41.314524,69.244603,Shaykhantahur,https://hh.ru/vacancy/128554537
"Менеджер по продажам IT оборудования (видеокамеры, серверы, оргтехника)",SUPPLY AND TRANSPORTATION,41.278252,69.306632,Mirabad,https://hh.ru/vacancy/128302892
Regional Engineering Manager  (IT company),SOFTWARE WIZARDS,41.29723,69.281758,Mirabad,https://hh.ru/vacancy/128586185
Business Development Manager (Call Center / BPO),Mixstone,NULL,NULL,Ташкент,https://hh.ru/vacancy/128720028
Начальник отдела разработки,UZINFOCOM,41.34226,69.336241,Mirzo Ulugbek,https://hh.ru/vacancy/128034590
Dynamics 365 \ Power Platform Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/127598217
Руководитель отдела IT-инфраструктуры,«Baraka Market» (ИП ООО «Urban Retail»),NULL,NULL,Ташкент,https://hh.ru/vacancy/128768378
Senior Java developer,АО Асакабанк,41.310961,69.24675,Chilanzar,https://hh.ru/vacancy/128489641
Системный администратор Linux (IT специалист),ГРАН,41.322739,69.282773,Yunusabad,https://hh.ru/vacancy/128788639
Оператор Call center,DEVELOPMENT LEADERS SCHOOL,41.428722,69.488379,Ташкент,https://hh.ru/vacancy/128858655
Оператор call-центра,DEVELOPMENT LEADERS SCHOOL,41.31114,69.27973,Yunusabad,https://hh.ru/vacancy/128858098
Python-разработчик,Пилигрим,54.715847,56.004299,Ташкент,https://hh.ru/vacancy/128307643
HR Menejer (IT yo‘nalishi) kerak!,INNOTEK INVEST,41.305373,69.283375,Mirabad,https://hh.ru/vacancy/128796041
Java-разработчик (junior),АКБ Тенге Банк,41.315039,69.321158,Yashnabad,https://hh.ru/vacancy/127262010
Senior Golang Developer,NASIROV SH. S. (BOTAN),NULL,NULL,Ташкент,https://hh.ru/vacancy/128552979
Senior Java Developer,HUMAN AND CAPITAL,41.292,69.2623,Yakkasaray,https://hh.ru/vacancy/128381818
Инженер сервисов IT (ГПХ),COSCOM ТМ Ucell,41.322055,69.284031,Yunusabad,https://hh.ru/vacancy/128746790
"Strong Middle PHP Developer (Yii2,Laravel)",MULTICARD PAYMENT,41.304519,69.307036,Yashnabad,https://hh.ru/vacancy/127938879
Unity-разработчик (Middle/Senior),8BIT,41.309139,69.337013,Mirzo Ulugbek,https://hh.ru/vacancy/128635563
Ассистент преподавателя (WEB-разработка),Digital Camp,41.331379,69.249589,Almazar,https://hh.ru/vacancy/128418245
Flutter Developer,EDU UNIVER,41.271773,69.231838,Yakkasaray,https://hh.ru/vacancy/128499527
Специалист по информационной безопасности (IT Security),КДБ Банк Узбекистан,41.308618,69.276134,Mirabad,https://hh.ru/vacancy/128770118
Frontend Developer (Mobile-First / Web→App Integration),United IT Company,41.321174,69.2729,Yunusabad,https://hh.ru/vacancy/128129374
Разработчик (автоматизация контакт центра),AVO.UZ,NULL,NULL,Ташкент,https://hh.ru/vacancy/128609340
Программист 1С,Первый Бит,41.301803,69.269352,Mirabad,https://hh.ru/vacancy/128547616
"Full Stack Developer (Vue.JS, Node.JS)",Citi Fuel (ООО Staff Atlantic),NULL,NULL,Ташкент,https://hh.ru/vacancy/128186752
"Senior Backend-разработчик (Node.js, Nest.js)",ONESEC,NULL,NULL,Ташкент,https://hh.ru/vacancy/122797553
Менеджер по продажам IT-решений (B2B),Antal International Tashkent Xususiy Bandlik Agentligi,NULL,NULL,Ташкент,https://hh.ru/vacancy/126118598
Middle Data Engineer (ETL/ELT Developer),OPEN BANK AJ,41.315763,69.282683,Yunusabad,https://hh.ru/vacancy/128672546
Senior Data Engineer (ETL/ELT Developers),OPEN BANK AJ,41.315763,69.282683,Yunusabad,https://hh.ru/vacancy/128672547
Frontend-разработчик,SECTOR SOFT,41.27178,69.231865,Yakkasaray,https://hh.ru/vacancy/128174333
Web-разработчик / Web-дизайнер (сайт с нуля),Youth Entrepreneurship Support Center of Uzbekistan,41.296289,69.204709,Chilanzar,https://hh.ru/vacancy/128693467
Flutter Developer,OCTO,41.288192,69.251781,Yakkasaray,https://hh.ru/vacancy/125970659
Full-Stack Разработчик / WordPress + Telegram,Oxbridge International School,41.256719,69.328641,Yashnabad,https://hh.ru/vacancy/128658851
Менеджер по работе с клиентами / BDM (IT продукты),КСК-Эйч Ар,NULL,NULL,Ташкент,https://hh.ru/vacancy/128259412
R&D Engineer (Development Engineer),ИП ООО JINTING AUTOMOBILE ELECTRIC,40.097499,67.871744,Ташкент,https://hh.ru/vacancy/128613911
Помощник/курьер на простые поручения (IT корпорация),Алыпов Артём Романович,NULL,NULL,Ташкент,https://hh.ru/vacancy/128031992
Front-end (React) Developer,СП ООО «DAAC SYSTEM»,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/127419855
Backend-разработчик (Python),Ipotekabank OTP Group,41.31514,69.284309,Mirzo Ulugbek,https://hh.ru/vacancy/128032512
Strong Middle / Senior Java-разработчик,Солик-сервис,41.295672,69.218355,Chilanzar,https://hh.ru/vacancy/128463541
C# developer,Synel Software Development,41.299425,69.271867,Mirabad,https://hh.ru/vacancy/128387304
Курьер помощник в IT Компаниию/IT kompaniyaga kurer-yordamchi,Delivery Fast,NULL,NULL,Ташкент,https://hh.ru/vacancy/127309471
Backend разработчик,ZERODEV,NULL,NULL,Ташкент,https://hh.ru/vacancy/128104969
SAP BW Консультант (Разработчик),FULL STACK SOLUTION,41.336342,69.282432,Yunusabad,https://hh.ru/vacancy/127486229
Программист PHP,RESULT AGENCY,NULL,NULL,Ташкент,https://hh.ru/vacancy/128409900
Front-end разработчик,UNITEL LLC,41.336832,69.3141504,Yunusabad,https://hh.ru/vacancy/128172120
Java-разработчик,UNITEL LLC,NULL,NULL,Ташкент,https://hh.ru/vacancy/127154326
Senior PL/SQL Developer,YANGI BANK,41.33446,69.284165,Yunusabad,https://hh.ru/vacancy/128524842
Hospitality Software IT Specialist (1C software installation),HRS,NULL,NULL,Ташкент,https://hh.ru/vacancy/128565013
Программист,AJ “O'zTMK”,41.303449,69.321904,Yashnabad,https://hh.ru/vacancy/127828962
Ведущий маркетолог,Simtech Development,41.310121,69.291145,Mirzo Ulugbek,https://hh.ru/vacancy/127915626
IT-Recruiter (IT-рекрутер),АО ANOR BANK,41.306674,69.284839,Yashnabad,https://hh.ru/vacancy/128694991
Экономист по строительству,DURABLE DEVELOPMENT,41.28919,69.27421,Mirabad,https://hh.ru/vacancy/126789085
Java Developer (Платформа для миграции),Содействие,NULL,NULL,Ташкент,https://hh.ru/vacancy/128389333
Java-разработчик,PRO DATA,NULL,NULL,Ташкент,https://hh.ru/vacancy/127995150
Тимлид отдела маркетинга,Simtech Development,41.310121,69.291145,Mirzo Ulugbek,https://hh.ru/vacancy/128079526
Product marketing manager (B2B),Simtech Development,41.310121,69.291145,Mirzo Ulugbek,https://hh.ru/vacancy/127028512
Middle FullStack Javascript Developer,MILLAT UMIDI UNIVERSITY,41.295327,69.225478,Chilanzar,https://hh.ru/vacancy/128224272
Frontend-разработчик,RENTA-COR,41.339619,69.33828,Mirzo Ulugbek,https://hh.ru/vacancy/127972368
Product & Business Development Manager,BIRLIK KAPITAL,41.311144,69.279728,Yunusabad,https://hh.ru/vacancy/128505288
Java QA Intern,Комэнго,NULL,NULL,Ташкент,https://hh.ru/vacancy/128678576
Backend-разработчик,SECTOR SOFT,41.27178,69.231865,Yakkasaray,https://hh.ru/vacancy/127971781
Программист 1С,AZIMUTH (ООО TECHNOLOGIES OF REAL TIME),41.20277,69.15135,Ташкент,https://hh.ru/vacancy/126590924
Конструктор-технолог по разработке РКД для НКУ,XODJAYEV MUXAMMAD MARIMBOY O‘G‘LI,41.22364,69.33433,Bektemir,https://hh.ru/vacancy/128777662
Java Middle Developer,Itransition,NULL,NULL,Ташкент,https://hh.ru/vacancy/122217954
Low code разработчик (JavaScript + TypeScript),«UZUM TECHNOLOGIES»,NULL,NULL,Ташкент,https://hh.ru/vacancy/127304999
Back end разработчик (PL/SQL; PostgreSQL),Fido-Biznes,41.318994,69.277383,Yunusabad,https://hh.ru/vacancy/128461345
Middle Java Developer,PAYNET,41.279986,69.25179,Yakkasaray,https://hh.ru/vacancy/128132003
Middle Software Engineer (Java),Ipotekabank OTP Group,41.315133,69.2843,Mirzo Ulugbek,https://hh.ru/vacancy/128429547
Junior PHP Developer,AKACORP GLOBAL TECH,41.274809,69.263567,Yakkasaray,https://hh.ru/vacancy/128442155
Junior Frontend Developer,Alif Uzbekistan,41.314524,69.244603,Shaykhantahur,https://hh.ru/vacancy/128072270
